item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:18:32 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:40:24 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:40:59 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:42:15 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:42:50 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:48:34 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:51:22 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:55:37 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":null},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":null}] | successfully retrieved | 13/03/2024 1:57:51 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":1,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 1:58:19 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 1:58:29 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 1:58:33 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:00:02 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:00:15 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:00:22 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:04:57 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:08 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:10 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:16 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":1,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":1,"Name":"Canned Food","DisplayOrder":1,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:19 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:22 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:06:40 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:09:38 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:09:42 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:09:52 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:10:00 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:12:00 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:13:02 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:14:06 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:14:24 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:14:59 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:15:04 PM
item : [{"Id":22,"Name":"test","Description":"tarr","Price":5255,"CategoryId":3,"ImageUrl":"media\\products\\8858ba79-e6b4-4c8d-97b1-32d97d5edeb2.png","CreatedBy":"rat","Category":{"Id":3,"Name":"Movies","DisplayOrder":3,"CreatedBy":"Amor"}},{"Id":23,"Name":"rat","Description":"tes","Price":52,"CategoryId":2,"ImageUrl":"media\\products\\4504ac5e-8ed8-4aaf-a605-a33ccedd0f1f.png","CreatedBy":"cat","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}},{"Id":25,"Name":"Tuna","Description":"asd","Price":43,"CategoryId":2,"ImageUrl":null,"CreatedBy":"daw","Category":{"Id":2,"Name":"Soda","DisplayOrder":2,"CreatedBy":"Amor"}}] | successfully retrieved | 13/03/2024 2:15:06 PM
